filename,width,height,class,xmin,ymin,xmax,ymax
1395.png,1200,800,trash,131,462,520,778
1395.png,1200,800,paper,600,400,1063,775
1467.png,1200,800,metal,128,50,593,434
1467.png,1200,800,paper,692,36,1202,420
1467.png,1200,800,cardboard,0,400,512,784
1467.png,1200,800,plastic,758,400,1270,784
1426.png,1200,800,glass,0,23,512,320
1426.png,1200,800,plastic,767,38,1166,422
1426.png,1200,800,cardboard,0,400,512,784
1426.png,1200,800,metal,758,525,1154,909
575.png,1200,800,glass,0,0,512,384
575.png,1200,800,metal,794,134,1081,354
575.png,1200,800,cardboard,44,450,509,795
575.png,1200,800,paper,600,408,1112,764
205.png,1200,800,glass,180,110,692,442
205.png,1200,800,cardboard,600,0,1112,384
205.png,1200,800,trash,157,452,576,795
205.png,1200,800,paper,764,400,1056,784
198.png,1200,800,glass,180,110,692,442
198.png,1200,800,plastic,600,139,1053,523
198.png,1200,800,paper,164,400,456,784
198.png,1200,800,metal,625,431,1137,815
789.png,1200,800,plastic,192,60,588,444
789.png,1200,800,glass,638,22,1090,338
789.png,1200,800,paper,0,415,391,797
789.png,1200,800,trash,741,469,1160,792
843.png,1200,800,glass,17,170,467,554
843.png,1200,800,paper,673,129,1165,513
843.png,1200,800,metal,104,460,493,842
843.png,1200,800,plastic,624,400,1047,720
1200.png,1200,800,paper,14,0,526,384
1200.png,1200,800,cardboard,600,0,1112,384
1200.png,1200,800,trash,140,456,477,734
1200.png,1200,800,plastic,617,442,1054,709
717.png,1200,800,paper,0,0,471,312
717.png,1200,800,cardboard,600,44,1112,428
717.png,1200,800,metal,119,484,627,868
717.png,1200,800,plastic,780,512,1126,772
1184.png,1200,800,paper,0,0,512,384
1184.png,1200,800,metal,600,0,1062,384
1184.png,1200,800,cardboard,0,400,512,784
1184.png,1200,800,trash,789,516,1208,842
323.png,1200,800,glass,128,117,527,501
323.png,1200,800,plastic,670,51,980,324
323.png,1200,800,cardboard,0,400,512,784
323.png,1200,800,paper,641,400,1115,773
1493.png,1200,800,paper,68,59,510,379
1493.png,1200,800,cardboard,600,0,1112,384
1493.png,1200,800,glass,30,476,460,756
1493.png,1200,800,plastic,709,531,1092,754
1280.png,1200,800,paper,0,164,512,548
1280.png,1200,800,cardboard,600,0,981,384
1280.png,1200,800,glass,46,511,493,790
1280.png,1200,800,metal,600,538,1027,922
102.png,1200,800,cardboard,0,0,512,384
102.png,1200,800,metal,663,155,1175,539
102.png,1200,800,paper,117,514,495,818
102.png,1200,800,plastic,742,400,1186,702
1112.png,1200,800,metal,71,106,492,419
1112.png,1200,800,trash,725,161,1160,427
1112.png,1200,800,glass,168,511,534,818
1112.png,1200,800,plastic,730,400,1242,670
1327.png,1200,800,trash,75,85,479,322
1327.png,1200,800,cardboard,600,0,1112,384
1327.png,1200,800,plastic,135,468,545,852
1327.png,1200,800,glass,800,403,1262,787
1435.png,1200,800,cardboard,0,0,512,384
1435.png,1200,800,paper,600,0,1112,384
1435.png,1200,800,glass,0,423,512,720
1435.png,1200,800,trash,800,455,1155,756
1474.png,1200,800,glass,0,52,474,374
1474.png,1200,800,trash,693,36,1172,369
1474.png,1200,800,cardboard,0,400,457,784
1474.png,1200,800,metal,749,519,1145,903
684.png,1200,800,glass,95,0,607,321
684.png,1200,800,trash,839,57,1196,413
684.png,1200,800,plastic,185,441,627,825
684.png,1200,800,paper,600,466,1076,815
1159.png,1200,800,cardboard,0,0,512,384
1159.png,1200,800,trash,690,160,1086,499
1159.png,1200,800,metal,155,484,667,868
1159.png,1200,800,glass,600,400,980,714
969.png,1200,800,plastic,237,116,638,400
969.png,1200,800,paper,600,0,1052,384
969.png,1200,800,trash,12,400,468,784
969.png,1200,800,glass,739,521,1185,829
858.png,1200,800,metal,87,22,468,328
858.png,1200,800,paper,600,0,1112,384
858.png,1200,800,plastic,91,400,591,784
858.png,1200,800,glass,745,510,1257,873
86.png,1200,800,trash,160,51,475,345
86.png,1200,800,plastic,722,87,1126,459
86.png,1200,800,metal,128,569,420,877
86.png,1200,800,cardboard,688,515,1063,860
419.png,1200,800,metal,32,20,488,404
419.png,1200,800,trash,768,101,1096,398
419.png,1200,800,cardboard,0,400,512,784
419.png,1200,800,paper,606,400,1044,777
263.png,1200,800,glass,96,55,608,439
263.png,1200,800,paper,600,0,1033,369
263.png,1200,800,cardboard,0,400,512,784
263.png,1200,800,plastic,637,400,1094,708
350.png,1200,800,cardboard,0,0,512,384
350.png,1200,800,metal,612,113,1091,497
350.png,1200,800,paper,79,408,469,766
350.png,1200,800,glass,789,400,1183,784
1271.png,1200,800,plastic,154,131,596,515
1271.png,1200,800,metal,747,114,1051,385
1271.png,1200,800,cardboard,0,400,512,784
1271.png,1200,800,trash,666,490,995,848
1075.png,1200,800,glass,191,0,688,384
1075.png,1200,800,trash,807,96,1175,406
1075.png,1200,800,cardboard,0,400,512,784
1075.png,1200,800,paper,619,490,1071,874
528.png,1200,800,plastic,169,130,478,386
528.png,1200,800,glass,769,0,1281,251
528.png,1200,800,paper,76,457,466,841
528.png,1200,800,metal,802,513,1116,741
1190.png,1200,800,metal,141,0,653,346
1190.png,1200,800,cardboard,600,0,1112,384
1190.png,1200,800,glass,32,526,368,780
1190.png,1200,800,paper,614,400,1126,784
872.png,1200,800,plastic,157,87,488,340
872.png,1200,800,glass,766,131,1168,515
872.png,1200,800,trash,96,405,489,783
872.png,1200,800,metal,715,544,1072,810
668.png,1200,800,paper,52,0,564,384
668.png,1200,800,plastic,600,0,1022,384
668.png,1200,800,glass,194,458,606,842
668.png,1200,800,cardboard,600,400,1112,784
702.png,1200,800,cardboard,143,110,483,355
702.png,1200,800,paper,701,0,1124,384
702.png,1200,800,plastic,0,447,512,796
702.png,1200,800,metal,706,400,1193,770
4.png,1200,800,trash,164,77,602,428
4.png,1200,800,cardboard,600,0,1112,384
4.png,1200,800,metal,113,499,457,810
4.png,1200,800,glass,724,425,1099,768
519.png,1200,800,trash,88,0,561,384
519.png,1200,800,plastic,733,76,1245,460
519.png,1200,800,paper,0,430,447,814
519.png,1200,800,glass,789,536,1069,766
1282.png,1200,800,cardboard,0,0,381,384
1282.png,1200,800,plastic,600,48,1112,432
1282.png,1200,800,trash,190,467,583,779
1282.png,1200,800,glass,646,511,1093,790
1379.png,1200,800,metal,225,158,737,542
1379.png,1200,800,cardboard,600,0,1112,384
1379.png,1200,800,paper,0,400,512,784
1379.png,1200,800,trash,708,454,1050,826
224.png,1200,800,paper,25,0,455,384
224.png,1200,800,trash,651,0,1107,384
224.png,1200,800,cardboard,0,400,512,784
224.png,1200,800,metal,626,400,1004,741
566.png,1200,800,metal,156,70,477,357
566.png,1200,800,cardboard,601,24,1108,406
566.png,1200,800,trash,68,443,449,820
566.png,1200,800,plastic,600,475,1112,859
1192.png,1200,800,cardboard,0,0,512,384
1192.png,1200,800,glass,632,126,968,380
1192.png,1200,800,trash,140,456,477,734
1192.png,1200,800,plastic,617,442,1054,709
854.png,1200,800,trash,103,44,507,428
854.png,1200,800,metal,705,60,1093,442
854.png,1200,800,cardboard,0,400,512,784
854.png,1200,800,paper,673,529,1165,913
1338.png,1200,800,metal,63,120,502,435
1338.png,1200,800,plastic,747,16,1176,372
1338.png,1200,800,glass,39,467,460,800
1338.png,1200,800,paper,600,400,1112,784
1085.png,1200,800,paper,33,0,480,384
1085.png,1200,800,metal,621,0,1133,384
1085.png,1200,800,glass,28,455,540,661
1085.png,1200,800,cardboard,617,400,1129,784
1089.png,1200,800,paper,33,0,480,384
1089.png,1200,800,plastic,600,0,1112,384
1089.png,1200,800,trash,180,463,558,727
1089.png,1200,800,glass,628,455,1140,661
757.png,1200,800,glass,0,141,512,428
757.png,1200,800,trash,682,134,979,461
757.png,1200,800,plastic,191,465,598,849
757.png,1200,800,cardboard,600,400,1112,784
1266.png,1200,800,metal,147,114,451,385
1266.png,1200,800,trash,666,90,995,448
1266.png,1200,800,glass,78,486,590,870
1266.png,1200,800,paper,600,514,1112,898
1289.png,1200,800,cardboard,0,0,381,384
1289.png,1200,800,paper,600,164,1112,548
1289.png,1200,800,metal,0,538,427,922
1289.png,1200,800,trash,790,467,1183,779
1052.png,1200,800,trash,0,0,512,362
1052.png,1200,800,plastic,712,21,1141,354
1052.png,1200,800,metal,36,458,381,762
1052.png,1200,800,glass,649,400,1125,784
963.png,1200,800,glass,139,121,585,429
963.png,1200,800,paper,600,0,1052,384
963.png,1200,800,plastic,237,516,638,800
963.png,1200,800,metal,738,472,1169,829
583.png,1200,800,plastic,0,108,508,411
583.png,1200,800,paper,600,8,1112,364
583.png,1200,800,trash,175,526,608,887
583.png,1200,800,metal,794,534,1081,754
743.png,1200,800,cardboard,142,72,459,339
743.png,1200,800,glass,600,0,1112,384
743.png,1200,800,plastic,25,448,497,802
743.png,1200,800,paper,689,492,1080,831
276.png,1200,800,glass,0,81,407,398
276.png,1200,800,trash,600,4,1108,388
276.png,1200,800,metal,0,520,512,904
276.png,1200,800,paper,600,400,1101,784
144.png,1200,800,trash,155,89,535,366
144.png,1200,800,plastic,827,0,1339,383
144.png,1200,800,glass,48,408,560,670
144.png,1200,800,paper,627,405,1073,789
966.png,1200,800,metal,138,72,569,429
966.png,1200,800,trash,612,0,1068,384
966.png,1200,800,glass,139,521,585,829
966.png,1200,800,paper,600,400,1052,784
433.png,1200,800,paper,94,56,606,440
433.png,1200,800,plastic,600,0,992,357
433.png,1200,800,metal,116,486,628,870
433.png,1200,800,trash,715,400,1112,784
306.png,1200,800,paper,87,0,599,384
306.png,1200,800,metal,721,122,1069,388
306.png,1200,800,glass,152,413,509,786
306.png,1200,800,trash,706,493,1128,836
163.png,1200,800,paper,0,79,512,463
163.png,1200,800,plastic,645,155,1062,439
163.png,1200,800,trash,49,428,551,745
163.png,1200,800,metal,695,504,1135,888
982.png,1200,800,glass,0,59,512,297
982.png,1200,800,plastic,766,68,1267,452
982.png,1200,800,trash,85,438,446,748
982.png,1200,800,cardboard,600,400,1112,784
1284.png,1200,800,glass,46,111,493,390
1284.png,1200,800,paper,600,164,1112,548
1284.png,1200,800,plastic,0,448,512,832
1284.png,1200,800,trash,790,467,1183,779
254.png,1200,800,trash,69,0,581,384
254.png,1200,800,paper,609,0,1090,350
254.png,1200,800,cardboard,0,400,512,784
254.png,1200,800,metal,731,583,1145,967
1232.png,1200,800,plastic,0,0,457,384
1232.png,1200,800,metal,745,103,1003,373
1232.png,1200,800,glass,232,576,622,960
1232.png,1200,800,trash,600,400,1095,784
77.png,1200,800,trash,160,51,475,345
77.png,1200,800,plastic,722,87,1126,459
77.png,1200,800,glass,52,400,451,731
77.png,1200,800,metal,728,569,1020,877
727.png,1200,800,plastic,166,50,579,337
727.png,1200,800,cardboard,600,0,1112,384
727.png,1200,800,glass,195,512,707,896
727.png,1200,800,trash,658,421,1011,758
1091.png,1200,800,metal,21,0,533,384
1091.png,1200,800,plastic,600,0,1112,384
1091.png,1200,800,trash,180,463,558,727
1091.png,1200,800,cardboard,617,400,1129,784
1422.png,1200,800,cardboard,0,0,423,384
1422.png,1200,800,paper,600,31,1053,415
1422.png,1200,800,metal,224,552,736,936
1422.png,1200,800,plastic,818,433,1302,739
906.png,1200,800,glass,118,113,621,497
906.png,1200,800,metal,777,0,1129,374
906.png,1200,800,trash,42,400,548,784
906.png,1200,800,paper,658,437,1073,813
479.png,1200,800,paper,42,112,455,496
479.png,1200,800,metal,607,26,1119,410
479.png,1200,800,trash,129,438,480,735
479.png,1200,800,cardboard,600,400,1112,784
978.png,1200,800,paper,0,148,512,532
978.png,1200,800,metal,600,51,1112,435
978.png,1200,800,plastic,165,468,667,852
978.png,1200,800,glass,600,459,1112,697
1181.png,1200,800,metal,0,0,462,384
1181.png,1200,800,cardboard,600,0,1112,384
1181.png,1200,800,plastic,118,479,573,751
1181.png,1200,800,trash,789,516,1208,842
1401.png,1200,800,trash,95,57,607,441
1401.png,1200,800,glass,600,103,1112,456
1401.png,1200,800,metal,122,415,612,790
1401.png,1200,800,paper,690,514,1127,829
562.png,1200,800,plastic,0,75,512,459
562.png,1200,800,glass,786,67,1188,351
562.png,1200,800,trash,68,443,449,820
562.png,1200,800,cardboard,601,424,1108,806
676.png,1200,800,cardboard,76,0,588,384
676.png,1200,800,plastic,785,41,1227,425
676.png,1200,800,metal,177,486,642,870
676.png,1200,800,glass,695,400,1207,721
451.png,1200,800,metal,140,96,544,480
451.png,1200,800,cardboard,690,65,1075,373
451.png,1200,800,glass,150,400,615,762
451.png,1200,800,plastic,602,540,1053,861
416.png,1200,800,plastic,18,0,463,308
416.png,1200,800,metal,632,20,1088,404
416.png,1200,800,trash,167,501,496,798
416.png,1200,800,cardboard,600,400,1112,784
334.png,1200,800,cardboard,0,0,512,384
334.png,1200,800,trash,623,0,1115,384
334.png,1200,800,glass,0,515,501,899
334.png,1200,800,metal,774,486,1169,787
1024.png,1200,800,metal,0,95,512,479
1024.png,1200,800,trash,763,39,1199,404
1024.png,1200,800,cardboard,0,400,512,784
1024.png,1200,800,glass,683,467,1078,785
1111.png,1200,800,metal,71,106,492,419
1111.png,1200,800,glass,768,111,1134,418
1111.png,1200,800,plastic,130,400,642,670
1111.png,1200,800,cardboard,600,400,1112,784
1186.png,1200,800,plastic,16,42,454,309
1186.png,1200,800,cardboard,600,0,1112,384
1186.png,1200,800,metal,141,400,653,746
1186.png,1200,800,glass,632,526,968,780
490.png,1200,800,paper,91,11,467,376
490.png,1200,800,glass,637,102,1062,407
490.png,1200,800,cardboard,0,400,512,784
490.png,1200,800,trash,677,473,1168,818
140.png,1200,800,glass,48,8,560,270
140.png,1200,800,paper,627,5,1073,389
140.png,1200,800,metal,154,529,585,913
140.png,1200,800,cardboard,600,400,1112,784
320.png,1200,800,paper,41,0,515,373
320.png,1200,800,metal,600,78,896,413
320.png,1200,800,cardboard,0,400,512,784
320.png,1200,800,glass,728,517,1127,901
747.png,1200,800,paper,88,92,480,431
747.png,1200,800,cardboard,742,72,1059,339
747.png,1200,800,metal,0,400,399,757
747.png,1200,800,plastic,625,448,1097,802
895.png,1200,800,paper,19,0,531,341
895.png,1200,800,glass,811,0,1235,337
895.png,1200,800,cardboard,0,400,512,784
895.png,1200,800,trash,739,477,1172,763
316.png,1200,800,plastic,69,51,380,324
316.png,1200,800,metal,600,78,896,413
316.png,1200,800,cardboard,0,400,512,784
316.png,1200,800,glass,728,517,1127,901
1183.png,1200,800,plastic,118,79,573,351
1183.png,1200,800,metal,600,0,1062,384
1183.png,1200,800,paper,0,400,512,784
1183.png,1200,800,trash,789,516,1208,842
1423.png,1200,800,paper,0,31,453,415
1423.png,1200,800,metal,824,152,1336,536
1423.png,1200,800,trash,118,431,595,773
1423.png,1200,800,plastic,818,433,1302,739
511.png,1200,800,glass,189,136,469,366
511.png,1200,800,cardboard,600,0,1081,384
511.png,1200,800,metal,0,400,512,784
511.png,1200,800,plastic,733,476,1245,860
391.png,1200,800,glass,178,10,536,343
391.png,1200,800,metal,849,118,1259,389
391.png,1200,800,cardboard,0,400,512,784
391.png,1200,800,plastic,731,400,1243,784
1110.png,1200,800,plastic,0,0,429,325
1110.png,1200,800,cardboard,600,0,1112,384
1110.png,1200,800,paper,0,400,512,784
1110.png,1200,800,trash,653,436,1154,763
1470.png,1200,800,paper,91,36,602,420
1470.png,1200,800,cardboard,600,0,1112,384
1470.png,1200,800,trash,175,406,531,622
1470.png,1200,800,plastic,758,400,1270,784
1084.png,1200,800,metal,21,0,533,384
1084.png,1200,800,trash,780,63,1158,327
1084.png,1200,800,glass,28,455,540,661
1084.png,1200,800,cardboard,617,400,1129,784
660.png,1200,800,plastic,127,50,525,367
660.png,1200,800,paper,659,0,1085,353
660.png,1200,800,trash,144,465,501,768
660.png,1200,800,cardboard,600,400,1112,784
129.png,1200,800,plastic,33,104,498,380
129.png,1200,800,glass,661,74,1126,332
129.png,1200,800,trash,142,433,513,767
129.png,1200,800,paper,600,400,1109,784
1405.png,1200,800,cardboard,0,0,438,384
1405.png,1200,800,trash,695,57,1207,441
1405.png,1200,800,glass,0,503,512,856
1405.png,1200,800,paper,690,514,1127,829
153.png,1200,800,metal,94,104,535,488
153.png,1200,800,plastic,645,155,1062,439
153.png,1200,800,glass,86,543,529,837
153.png,1200,800,paper,600,479,1112,863
916.png,1200,800,metal,115,75,473,400
916.png,1200,800,glass,709,60,1119,406
916.png,1200,800,plastic,208,400,720,587
916.png,1200,800,cardboard,600,400,1112,784
1294.png,1200,800,glass,57,142,455,415
1294.png,1200,800,metal,648,82,1016,437
1294.png,1200,800,trash,92,464,537,769
1294.png,1200,800,cardboard,600,400,1112,784
750.png,1200,800,trash,89,0,481,358
750.png,1200,800,paper,689,92,1080,431
750.png,1200,800,plastic,25,448,497,802
750.png,1200,800,cardboard,742,472,1059,739
258.png,1200,800,glass,96,55,608,439
258.png,1200,800,plastic,637,0,1094,308
258.png,1200,800,paper,0,400,433,769
258.png,1200,800,metal,702,474,1028,776
1347.png,1200,800,paper,0,0,512,384
1347.png,1200,800,metal,663,120,1102,435
1347.png,1200,800,cardboard,0,400,512,784
1347.png,1200,800,plastic,747,416,1176,772
244.png,1200,800,metal,130,183,545,567
244.png,1200,800,glass,656,36,1124,269
244.png,1200,800,trash,69,400,581,784
244.png,1200,800,cardboard,600,400,1112,784
1305.png,1200,800,trash,92,64,537,369
1305.png,1200,800,plastic,600,95,1112,479
1305.png,1200,800,cardboard,0,400,512,784
1305.png,1200,800,paper,600,400,1082,784
1017.png,1200,800,paper,6,41,433,374
1017.png,1200,800,cardboard,600,0,1112,384
1017.png,1200,800,plastic,63,524,522,806
1017.png,1200,800,metal,853,444,1365,828
1245.png,1200,800,trash,0,0,495,384
1245.png,1200,800,cardboard,600,0,1112,384
1245.png,1200,800,plastic,0,400,457,784
1245.png,1200,800,paper,643,400,1155,784
592.png,1200,800,plastic,83,26,464,385
592.png,1200,800,glass,691,44,1118,400
592.png,1200,800,cardboard,23,400,535,739
592.png,1200,800,trash,758,471,1133,783
820.png,1200,800,paper,0,0,512,384
820.png,1200,800,trash,600,12,1067,397
820.png,1200,800,glass,135,400,520,784
820.png,1200,800,cardboard,600,400,1112,784
599.png,1200,800,metal,121,0,633,384
599.png,1200,800,paper,663,0,1046,331
599.png,1200,800,cardboard,23,400,535,739
599.png,1200,800,trash,758,471,1133,783
936.png,1200,800,glass,0,0,512,384
936.png,1200,800,metal,674,137,1089,468
936.png,1200,800,paper,0,400,512,784
936.png,1200,800,trash,739,538,1095,807
524.png,1200,800,paper,0,30,447,414
524.png,1200,800,trash,688,0,1161,384
524.png,1200,800,cardboard,0,400,481,784
524.png,1200,800,metal,600,400,1112,784
161.png,1200,800,cardboard,0,0,512,384
161.png,1200,800,trash,650,28,1151,345
161.png,1200,800,plastic,45,555,462,839
161.png,1200,800,metal,695,504,1135,888
501.png,1200,800,metal,45,0,557,384
501.png,1200,800,trash,732,76,1125,366
501.png,1200,800,glass,187,400,608,784
501.png,1200,800,paper,725,400,1237,784
939.png,1200,800,plastic,23,0,510,338
939.png,1200,800,glass,600,0,1112,384
939.png,1200,800,paper,0,400,512,784
939.png,1200,800,trash,739,538,1095,807
1106.png,1200,800,trash,52,36,554,363
1106.png,1200,800,metal,628,46,1140,430
1106.png,1200,800,cardboard,0,400,512,784
1106.png,1200,800,plastic,600,400,1029,725
89.png,1200,800,metal,128,169,420,477
89.png,1200,800,cardboard,688,115,1063,460
89.png,1200,800,paper,130,525,439,799
89.png,1200,800,trash,760,451,1075,745
539.png,1200,800,cardboard,128,18,609,402
539.png,1200,800,paper,676,57,1066,441
539.png,1200,800,metal,202,513,516,741
539.png,1200,800,trash,730,474,1088,783
97.png,1200,800,trash,114,55,535,420
97.png,1200,800,glass,679,133,1097,408
97.png,1200,800,plastic,141,400,586,702
97.png,1200,800,cardboard,600,400,1112,784
951.png,1200,800,trash,176,83,688,467
951.png,1200,800,paper,602,0,1024,348
951.png,1200,800,metal,149,421,661,802
951.png,1200,800,glass,600,445,1112,679
830.png,1200,800,glass,112,139,494,420
830.png,1200,800,metal,697,0,1209,384
830.png,1200,800,cardboard,0,400,512,784
830.png,1200,800,paper,622,400,1134,784
1399.png,1200,800,trash,95,57,607,441
1399.png,1200,800,glass,600,103,1112,456
1399.png,1200,800,cardboard,0,400,438,784
1399.png,1200,800,metal,723,415,1212,790
268.png,1200,800,plastic,37,0,494,308
268.png,1200,800,paper,600,0,1033,369
268.png,1200,800,metal,102,474,428,776
268.png,1200,800,trash,840,428,1255,749
427.png,1200,800,glass,117,79,611,460
427.png,1200,800,trash,715,0,1112,384
427.png,1200,800,cardboard,0,400,512,784
427.png,1200,800,plastic,600,400,992,757
160.png,1200,800,cardboard,0,0,512,384
160.png,1200,800,paper,600,79,1112,463
160.png,1200,800,trash,49,428,551,745
160.png,1200,800,glass,686,543,1129,837
719.png,1200,800,cardboard,0,44,512,428
719.png,1200,800,metal,719,84,1227,468
719.png,1200,800,trash,14,429,470,813
719.png,1200,800,paper,600,400,1071,712
975.png,1200,800,trash,12,0,468,384
975.png,1200,800,paper,600,0,1052,384
975.png,1200,800,plastic,237,516,638,800
975.png,1200,800,cardboard,600,400,1112,784
942.png,1200,800,metal,73,137,489,468
942.png,1200,800,plastic,624,0,1110,338
942.png,1200,800,paper,0,400,512,784
942.png,1200,800,cardboard,600,400,1112,784
1310.png,1200,800,metal,195,127,500,371
1310.png,1200,800,paper,600,0,1086,384
1310.png,1200,800,cardboard,0,400,512,784
1310.png,1200,800,glass,600,400,1035,766
620.png,1200,800,metal,198,108,710,492
620.png,1200,800,cardboard,600,105,1112,489
620.png,1200,800,paper,12,400,466,784
620.png,1200,800,glass,614,504,1106,819
1247.png,1200,800,plastic,35,99,371,483
1247.png,1200,800,metal,686,15,1114,352
1247.png,1200,800,glass,0,400,414,722
1247.png,1200,800,trash,651,486,940,870
1053.png,1200,800,paper,52,43,509,395
1053.png,1200,800,plastic,712,21,1141,354
1053.png,1200,800,metal,36,458,381,762
1053.png,1200,800,glass,649,400,1125,784
571.png,1200,800,glass,0,0,512,384
571.png,1200,800,cardboard,644,50,1109,395
571.png,1200,800,metal,193,534,481,754
571.png,1200,800,plastic,600,508,1108,811
279.png,1200,800,paper,0,0,501,384
279.png,1200,800,glass,600,81,1007,398
279.png,1200,800,plastic,36,460,500,844
279.png,1200,800,trash,600,404,1108,788
758.png,1200,800,paper,9,50,397,415
758.png,1200,800,glass,600,141,1112,428
758.png,1200,800,plastic,191,465,598,849
758.png,1200,800,cardboard,600,400,1112,784
868.png,1200,800,plastic,91,0,591,384
868.png,1200,800,paper,600,0,1112,384
868.png,1200,800,trash,89,400,586,784
868.png,1200,800,metal,688,422,1068,728
771.png,1200,800,paper,33,93,419,382
771.png,1200,800,glass,666,0,1178,313
771.png,1200,800,trash,216,541,573,803
771.png,1200,800,metal,710,400,1161,776
909.png,1200,800,trash,42,0,548,384
909.png,1200,800,glass,718,113,1221,497
909.png,1200,800,paper,57,437,473,813
909.png,1200,800,plastic,629,400,1061,702
915.png,1200,800,cardboard,0,0,512,384
915.png,1200,800,trash,642,0,1148,384
915.png,1200,800,paper,57,437,473,813
915.png,1200,800,plastic,629,400,1061,702
138.png,1200,800,metal,154,129,585,513
138.png,1200,800,paper,627,5,1073,389
138.png,1200,800,plastic,227,400,739,783
138.png,1200,800,glass,648,408,1160,670
1025.png,1200,800,cardboard,0,0,512,384
1025.png,1200,800,glass,683,67,1078,385
1025.png,1200,800,metal,0,495,512,879
1025.png,1200,800,paper,655,410,1036,794
1287.png,1200,800,cardboard,0,0,381,384
1287.png,1200,800,plastic,600,48,1112,432
1287.png,1200,800,metal,0,538,427,922
1287.png,1200,800,paper,600,564,1112,948
791.png,1200,800,cardboard,0,0,512,384
791.png,1200,800,trash,741,69,1160,392
791.png,1200,800,plastic,192,460,588,844
791.png,1200,800,metal,728,443,1084,718
673.png,1200,800,metal,0,0,446,384
673.png,1200,800,paper,652,0,1164,384
673.png,1200,800,trash,113,473,560,846
673.png,1200,800,plastic,600,400,1022,784
154.png,1200,800,metal,94,104,535,488
154.png,1200,800,cardboard,600,0,1112,384
154.png,1200,800,trash,49,428,551,745
154.png,1200,800,glass,686,543,1129,837
1321.png,1200,800,metal,0,34,387,393
1321.png,1200,800,cardboard,600,0,1112,384
1321.png,1200,800,plastic,135,468,545,852
1321.png,1200,800,glass,800,403,1262,787
613.png,1200,800,paper,71,28,509,365
613.png,1200,800,trash,670,98,1103,397
613.png,1200,800,metal,162,498,575,811
613.png,1200,800,plastic,828,400,1193,660
42.png,1200,800,paper,42,47,413,358
42.png,1200,800,cardboard,725,42,1096,400
42.png,1200,800,plastic,58,453,570,837
42.png,1200,800,metal,600,485,1112,869
510.png,1200,800,cardboard,97,79,450,413
510.png,1200,800,plastic,683,0,1133,277
510.png,1200,800,trash,132,476,525,766
510.png,1200,800,paper,725,400,1237,784
386.png,1200,800,plastic,181,22,693,406
386.png,1200,800,cardboard,600,0,1028,285
386.png,1200,800,trash,158,415,631,688
386.png,1200,800,metal,767,482,1108,739
1222.png,1200,800,trash,147,0,654,321
1222.png,1200,800,glass,600,31,1050,415
1222.png,1200,800,cardboard,0,400,496,784
1222.png,1200,800,plastic,600,400,979,784
615.png,1200,800,trash,70,98,503,397
615.png,1200,800,paper,672,28,1109,365
615.png,1200,800,plastic,227,400,593,660
615.png,1200,800,cardboard,600,400,1112,784
1396.png,1200,800,plastic,144,92,508,399
1396.png,1200,800,metal,723,15,1212,390
1396.png,1200,800,cardboard,0,400,438,784
1396.png,1200,800,glass,600,503,1112,856
1133.png,1200,800,glass,170,66,516,450
1133.png,1200,800,plastic,667,62,1013,380
1133.png,1200,800,paper,34,476,493,811
1133.png,1200,800,cardboard,600,400,1112,784
487.png,1200,800,glass,37,102,462,407
487.png,1200,800,plastic,766,60,1082,349
487.png,1200,800,cardboard,0,400,512,784
487.png,1200,800,trash,677,473,1168,818
343.png,1200,800,paper,0,0,488,375
343.png,1200,800,trash,623,0,1115,384
343.png,1200,800,plastic,145,431,541,720
343.png,1200,800,metal,774,486,1169,787
804.png,1200,800,paper,0,14,512,399
804.png,1200,800,trash,620,73,1132,445
804.png,1200,800,glass,147,482,606,803
804.png,1200,800,plastic,792,507,1145,766
1009.png,1200,800,cardboard,0,0,512,384
1009.png,1200,800,metal,853,44,1365,428
1009.png,1200,800,glass,32,490,479,716
1009.png,1200,800,trash,722,464,1095,791
1158.png,1200,800,paper,103,69,467,334
1158.png,1200,800,metal,755,84,1267,468
1158.png,1200,800,plastic,56,400,568,784
1158.png,1200,800,glass,600,400,980,714
351.png,1200,800,paper,79,8,469,366
351.png,1200,800,glass,789,0,1183,384
351.png,1200,800,trash,80,407,481,736
351.png,1200,800,metal,612,513,1091,897
401.png,1200,800,trash,26,0,538,384
401.png,1200,800,metal,849,118,1259,389
401.png,1200,800,plastic,131,400,643,784
401.png,1200,800,cardboard,600,400,1112,784
95.png,1200,800,cardboard,0,0,512,384
95.png,1200,800,glass,679,133,1097,408
95.png,1200,800,metal,63,555,575,939
95.png,1200,800,paper,718,514,1095,818
687.png,1200,800,plastic,185,41,627,425
687.png,1200,800,cardboard,676,0,1188,384
687.png,1200,800,metal,177,486,642,870
687.png,1200,800,paper,600,466,1076,815
91.png,1200,800,cardboard,0,0,512,384
91.png,1200,800,glass,679,133,1097,408
91.png,1200,800,metal,63,555,575,939
91.png,1200,800,plastic,742,400,1186,702
1378.png,1200,800,plastic,0,78,512,462
1378.png,1200,800,paper,600,0,1112,384
1378.png,1200,800,trash,107,454,450,826
1378.png,1200,800,metal,825,558,1337,942
925.png,1200,800,cardboard,0,0,512,384
925.png,1200,800,paper,681,48,1179,395
925.png,1200,800,trash,83,467,449,790
925.png,1200,800,glass,709,460,1119,806
1125.png,1200,800,cardboard,0,0,512,384
